timestamp,symbol,maker_exchange,side,fill_size,fill_price,fill_notional_usd,is_full_fill,client_order_id,exchange_order_id,source
2026-04-14T11:43:04.808557677+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.775,89.06400000000001,true,,380986825547,hedge_market_fill
2026-04-14T11:46:48.850174363+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.825,89.112,true,,380989511102,hedge_market_fill
2026-04-14T11:49:58.044603448+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.839,89.12544,true,,380992110793,hedge_market_fill
2026-04-14T11:51:18.916652068+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.785,89.0736,true,,380993229769,hedge_market_fill
2026-04-14T11:53:31.263975842+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.77,89.05919999999999,true,,380994918982,hedge_market_fill
2026-04-14T11:55:59.241156866+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.92,89.2032,true,,380996929644,hedge_market_fill
2026-04-14T11:57:52.604469983+00:00,xyz:CL,Hyperliquid,BUY,0.96,92.931,89.21376,true,,380998483499,hedge_market_fill
2026-04-14T11:59:10.778408550+00:00,xyz:CL,Hyperliquid,BUY,0.97,92.325,89.55525,true,,381000510636,hedge_market_fill
2026-04-14T12:04:17.558025488+00:00,xyz:CL,Hyperliquid,BUY,0.97,92.162,89.39714000000001,true,,381006045350,hedge_market_fill
2026-04-14T12:05:42.811911441+00:00,xyz:CL,Hyperliquid,BUY,0.97,92.232,89.46504,true,,381007170690,hedge_market_fill
2026-04-14T12:07:59.639064985+00:00,xyz:CL,Hyperliquid,BUY,0.97,92.046,89.28462,true,,381009024300,hedge_market_fill
2026-04-14T12:12:24.569606468+00:00,xyz:CL,Hyperliquid,BUY,0.97,92.18,89.41460000000001,true,,381012327079,hedge_market_fill
2026-04-14T12:18:07.459034106+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.944,89.18568,true,,381017392578,hedge_market_fill
2026-04-14T12:20:56.008555788+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.921,89.16337,true,,381019465788,hedge_market_fill
2026-04-14T12:23:24.918567242+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.951,89.19246999999999,true,,381021446889,hedge_market_fill
2026-04-14T12:25:01.756163510+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.895,89.13815,true,,381023056544,hedge_market_fill
2026-04-14T12:28:46.394574571+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.775,89.02175,true,,381025962031,hedge_market_fill
2026-04-14T12:34:25.520171627+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.69,88.93929999999999,true,,381031708332,hedge_market_fill
2026-04-14T12:35:52.894508927+00:00,xyz:CL,Hyperliquid,BUY,0.98,91.667,89.83366,true,,381032818768,hedge_market_fill
2026-04-14T12:42:09.408078247+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.758,89.00525999999999,true,,381038574794,hedge_market_fill
2026-04-14T12:43:47.584371904+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.853,89.09741,true,,381039635450,hedge_market_fill
2026-04-14T12:45:58.726137178+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.873,89.11681,true,,381041783246,hedge_market_fill
2026-04-14T13:07:07.470958442+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.788,89.03435999999999,true,,381060250216,hedge_market_fill
2026-04-14T13:08:02.393356170+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.923,89.16531,true,,381060936883,hedge_market_fill
2026-04-14T13:08:57.339514550+00:00,xyz:CL,Hyperliquid,BUY,0.97,91.804,89.04988,true,,381061758646,hedge_market_fill
2026-04-14T13:09:52.252137033+00:00,xyz:CL,Hyperliquid,BUY,0.98,91.804,89.96792,true,,381062513465,hedge_market_fill
2026-04-14T13:27:08.563221562+00:00,xyz:CL,Hyperliquid,BUY,0.98,91.529,89.69842,true,,381076548728,hedge_market_fill
2026-04-14T13:37:33.441247795+00:00,xyz:CL,Hyperliquid,BUY,0.98,91.237,89.41225999999999,true,,381091857727,hedge_market_fill
